ID,SKU,Brand,Category,Subcategory,Description_en,Description_ar,Unit,Price_aed,Vendor,Source_url,Photo_url,Lead_time_days,in_stock,Last_verified
78,RAK-WC-1106,RAK Ceramics,Sanitaryware,Water Closet,"One-piece WC, water-saving 4.5/3L dual flush, white",مرحاض One-piece WC، شطف مزدوج 4.5/3 لتر، أبيض,pcs,1899,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
79,RAK-WC-1107,RAK Ceramics,Sanitaryware,Water Closet,"Concealed Cistern WC Set, water-saving 4.5/3L dual flush, white",مرحاض Concealed Cistern WC Set، شطف مزدوج 4.5/3 لتر، أبيض,pcs,2199,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
80,RAK-WC-1108,RAK Ceramics,Sanitaryware,Water Closet,"Smart Bidet WC, water-saving 4.5/3L dual flush, white",مرحاض Smart Bidet WC، شطف مزدوج 4.5/3 لتر، أبيض,pcs,4499,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/bathroom-kitchen/water-closets.html,,5,TRUE,2026-04-28
81,RAK-ES-FB01,RAK Ceramics (Elie Saab),Sanitaryware,Designer Free-standing Basin,Elie Saab Free-Standing Basin Carrara,حوض إيلي صعب أرضي Elie Saab Free-Standing Basin Carrara,pcs,3599,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/elie-saab/bathroom/wash-basins/free-standing.html,,14,TRUE,2026-04-28
82,RAK-ES-FB02,RAK Ceramics (Elie Saab),Sanitaryware,Designer Free-standing Basin,Elie Saab Free-Standing Basin Calacatta,حوض إيلي صعب أرضي Elie Saab Free-Standing Basin Calacatta,pcs,3199,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/elie-saab/bathroom/wash-basins/free-standing.html,,14,TRUE,2026-04-28
83,RAK-ES-FB03,RAK Ceramics (Elie Saab),Sanitaryware,Designer Free-standing Basin,Elie Saab Free-Standing Basin Glamour Black,حوض إيلي صعب أرضي Elie Saab Free-Standing Basin Glamour Black,pcs,4949,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/elie-saab/bathroom/wash-basins/free-standing.html,,14,TRUE,2026-04-28
84,RAK-ES-FB04,RAK Ceramics (Elie Saab),Sanitaryware,Designer Free-standing Basin,Elie Saab Free-Standing Basin Royal Dark,حوض إيلي صعب أرضي Elie Saab Free-Standing Basin Royal Dark,pcs,3599,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/elie-saab/bathroom/wash-basins/free-standing.html,,14,TRUE,2026-04-28
85,RAK-ES-FB05,RAK Ceramics (Elie Saab),Sanitaryware,Designer Free-standing Basin,Elie Saab Free-Standing Basin Liquid Metal,حوض إيلي صعب أرضي Elie Saab Free-Standing Basin Liquid Metal,pcs,4949,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/elie-saab/bathroom/wash-basins/free-standing.html,,14,TRUE,2026-04-28
86,RAK-KLD-RAK11002,KLUDI RAK,Faucets & Mixers,PROJECT Range,KLUDI RAK PROJECT — Single lever bath & shower mixer,خلاط كلودي راك PROJECT — Single lever bath & shower mixer,pcs,750,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/project-rak11002.html,,7,TRUE,2026-04-28
87,RAK-KLD-RAK11005,KLUDI RAK,Faucets & Mixers,PROJECT Range,KLUDI RAK PROJECT — Single lever shower mixer,خلاط كلودي راك PROJECT — Single lever shower mixer,pcs,590,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/project-rak11005.html,,7,TRUE,2026-04-28
88,RAK-KLD-RAK10028,KLUDI RAK,Faucets & Mixers,POLARIS Range,KLUDI RAK POLARIS — Wall-mounted single lever sink mixer,خلاط كلودي راك POLARIS — Wall-mounted single lever sink mixer,pcs,695,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/polaris-rak10028.html,,7,TRUE,2026-04-28
89,RAK-KLD-525900575,KLUDI RAK,Faucets & Mixers,KLUDI BALANCE Range,KLUDI RAK KLUDI BALANCE — Bath & shower mixer floor-standing for freestanding tub,خلاط كلودي راك KLUDI BALANCE — Bath & shower mixer floor-standing for freestanding tub,pcs,5950,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/kludi-balance-525900575.html,,7,TRUE,2026-04-28
90,RAK-KLD-526500575,KLUDI RAK,Faucets & Mixers,KLUDI BALANCE Range,KLUDI RAK KLUDI BALANCE — Concealed bath/shower mixer trim set,خلاط كلودي راك KLUDI BALANCE — Concealed bath/shower mixer trim set,pcs,1849,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/kludi-balance-526500575.html,,7,TRUE,2026-04-28
91,RAK-KLD-535900575,KLUDI RAK,Faucets & Mixers,KLUDI AMBA Range,KLUDI RAK KLUDI AMBA — Bath & shower mixer floor-standing,خلاط كلودي راك KLUDI AMBA — Bath & shower mixer floor-standing,pcs,5499,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/kludi-amba-535900575.html,,7,TRUE,2026-04-28
92,RAK-KLD-RAK16003-BK1,KLUDI RAK,Faucets & Mixers,SWING Range,KLUDI RAK SWING — Single lever shower mixer PVD black,خلاط كلودي راك SWING — Single lever shower mixer PVD black,pcs,1095,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/swing-rak16003-bk1.html,,7,TRUE,2026-04-28
93,RAK-KLD-6764005-00,KLUDI RAK,Faucets & Mixers,KLUDI FIZZ Range,KLUDI RAK KLUDI FIZZ — Shower set 1S DN15,خلاط كلودي راك KLUDI FIZZ — Shower set 1S DN15,pcs,449,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/kludi-fizz-6764005-00.html,,7,TRUE,2026-04-28
94,RAK-KLD-6442505-00,KLUDI RAK,Faucets & Mixers,KLUDI A-QA Range,KLUDI RAK KLUDI A-QA — Head shower 1S 250 mm DN15,خلاط كلودي راك KLUDI A-QA — Head shower 1S 250 mm DN15,pcs,525,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/kludi-a-qa-6442505-00.html,,7,TRUE,2026-04-28
95,RAK-KLD-RAK12001,KLUDI RAK,Faucets & Mixers,PROJECT Range,KLUDI RAK PROJECT — Single lever basin mixer,خلاط كلودي راك PROJECT — Single lever basin mixer,pcs,395,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/project-rak12001.html,,7,TRUE,2026-04-28
96,RAK-KLD-RAK12002,KLUDI RAK,Faucets & Mixers,PROJECT Range,KLUDI RAK PROJECT — Concealed basin mixer,خلاط كلودي راك PROJECT — Concealed basin mixer,pcs,549,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/project-rak12002.html,,7,TRUE,2026-04-28
97,RAK-KLD-RAK13001,KLUDI RAK,Faucets & Mixers,POLARIS Range,KLUDI RAK POLARIS — Single lever bidet mixer,خلاط كلودي راك POLARIS — Single lever bidet mixer,pcs,645,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/polaris-rak13001.html,,7,TRUE,2026-04-28
98,RAK-KLD-RAK14001,KLUDI RAK,Faucets & Mixers,SWING Range,KLUDI RAK SWING — Single lever basin mixer chrome,خلاط كلودي راك SWING — Single lever basin mixer chrome,pcs,825,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/swing-rak14001.html,,7,TRUE,2026-04-28
99,RAK-KLD-RAK15001,KLUDI RAK,Faucets & Mixers,PROJECT Range,KLUDI RAK PROJECT — Kitchen mixer single lever,خلاط كلودي راك PROJECT — Kitchen mixer single lever,pcs,695,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/project-rak15001.html,,7,TRUE,2026-04-28
100,RAK-KLD-RAK15002,KLUDI RAK,Faucets & Mixers,POLARIS Range,KLUDI RAK POLARIS — Kitchen mixer pull-out spray,خلاط كلودي راك POLARIS — Kitchen mixer pull-out spray,pcs,1149,RAK Ceramics,https://onlineshop.rakceramics.com/ae_en/polaris-rak15002.html,,7,TRUE,2026-04-28
101,DH-TIL-1401,Indian Milano,Tiles,Wood-effect Floor,"Indian Milano Wooden Floor Tile Aston Silver Matt, 20X120 cm","Indian Milano Wooden Floor Tile Aston Silver Matt, 20X120 سم",sqm,48,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
102,DH-TIL-1402,Indian Milano,Tiles,Wood-effect Floor,"Indian Milano Wooden Floor Tile Aston Beige Matt, 20X120 cm","Indian Milano Wooden Floor Tile Aston Beige Matt, 20X120 سم",sqm,52,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
103,DH-TIL-1403,Indian Milano,Tiles,Wood-effect Floor,"Indian Milano Wooden Floor Tile Oak Natural Matt, 20X120 cm","Indian Milano Wooden Floor Tile Oak Natural Matt, 20X120 سم",sqm,55,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
104,DH-TIL-1404,Argenta,Tiles,Wood-effect Floor,"Spain Argenta Wooden Floor Tile Oland Honey Rustic, 23X120 cm","Spain Argenta Wooden Floor Tile Oland Honey Rustic, 23X120 سم",sqm,85,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
105,DH-TIL-1405,Argenta,Tiles,Wood-effect Floor,"Spain Argenta Wooden Floor Tile Oland Walnut Rustic, 23X120 cm","Spain Argenta Wooden Floor Tile Oland Walnut Rustic, 23X120 سم",sqm,89,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
106,DH-TIL-1406,Indian Milano,Tiles,Ceramic Floor,"Indian Milano Ceramic Floor Tile Terrazzo Crema F Matt, 30X30 cm","Indian Milano Ceramic Floor Tile Terrazzo Crema F Matt, 30X30 سم",sqm,24,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
107,DH-TIL-1407,Indian Milano,Tiles,Ceramic Floor,"Indian Milano Ceramic Floor Tile Terrazzo Grigio Matt, 30X30 cm","Indian Milano Ceramic Floor Tile Terrazzo Grigio Matt, 30X30 سم",sqm,26,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
108,DH-TIL-1408,Indian Milano,Tiles,Wall Tile,"Indian Milano Ceramic Wall Tile Paros Decor Glossy, 30X60 cm","Indian Milano Ceramic Wall Tile Paros Decor Glossy, 30X60 سم",sqm,35,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
109,DH-TIL-1409,Indian Milano,Tiles,Wall Tile,"Indian Milano Ceramic Wall Tile Absolute Bianco Glossy, 30X90 cm","Indian Milano Ceramic Wall Tile Absolute Bianco Glossy, 30X90 سم",sqm,38,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
110,DH-TIL-1410,Indian Milano,Tiles,Wall Tile,"Indian Milano Ceramic Wall Tile Absolute Nero Glossy, 30X90 cm","Indian Milano Ceramic Wall Tile Absolute Nero Glossy, 30X90 سم",sqm,40,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
111,DH-TIL-1411,Argenta,Tiles,Marble-effect Floor,"Spain Marble Look Calacatta Polished, 60X60 cm","Spain Marble Look Calacatta Polished, 60X60 سم",sqm,79,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
112,DH-TIL-1412,Argenta,Tiles,Marble-effect Floor,"Spain Marble Look Statuario Polished, 60X120 cm","Spain Marble Look Statuario Polished, 60X120 سم",sqm,129,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
113,DH-TIL-1413,Indian Milano,Tiles,Wall Tile,"Indian Milano Bathroom Tile Subway Glossy White, 10X30 cm","Indian Milano Bathroom Tile Subway Glossy White, 10X30 سم",sqm,22,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
114,DH-TIL-1414,Indian Milano,Tiles,Wall Tile,"Indian Milano Bathroom Tile Subway Glossy Grey, 10X30 cm","Indian Milano Bathroom Tile Subway Glossy Grey, 10X30 سم",sqm,24,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
115,DH-TIL-1415,Indian Milano,Tiles,Outdoor Floor,"Indian Milano Outdoor Tile Stone Effect Beige, 60X60 cm","Indian Milano Outdoor Tile Stone Effect Beige, 60X60 سم",sqm,65,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
116,DH-TIL-1416,Indian Milano,Tiles,Outdoor Floor,"Indian Milano Outdoor Tile Stone Effect Grey, 60X60 cm","Indian Milano Outdoor Tile Stone Effect Grey, 60X60 سم",sqm,65,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
117,DH-TIL-1417,Argenta,Tiles,Concrete-effect Floor,"Spain Argenta Porcelain Concrete Effect Grigio, 60X60 cm","Spain Argenta Porcelain Concrete Effect Grigio, 60X60 سم",sqm,89,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
118,DH-TIL-1418,Argenta,Tiles,Concrete-effect Floor,"Spain Argenta Porcelain Concrete Effect Bianco, 60X120 cm","Spain Argenta Porcelain Concrete Effect Bianco, 60X120 سم",sqm,145,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
119,DH-TIL-1419,Indian Milano,Tiles,Mosaic,"Indian Milano Mosaic Tile Hex White, 30X30 cm","Indian Milano Mosaic Tile Hex White, 30X30 سم",sqm,49,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
120,DH-TIL-1420,Indian Milano,Tiles,Mosaic,"Indian Milano Mosaic Tile Hex Black, 30X30 cm","Indian Milano Mosaic Tile Hex Black, 30X30 سم",sqm,49,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
121,DH-TIL-1421,Indian Milano,Tiles,Parquet Flooring,"Indian Milano Parquet Wood Floor Oak Light, Plank cm","Indian Milano Parquet Wood Floor Oak Light, Plank سم",pcs,89,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
122,DH-TIL-1422,Indian Milano,Tiles,Parquet Flooring,"Indian Milano Parquet Wood Floor Walnut Dark, Plank cm","Indian Milano Parquet Wood Floor Walnut Dark, Plank سم",pcs,95,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
123,DH-TIL-1423,Argenta,Tiles,Wall Tile,"Spain Argenta Wall Tile Decor 3D Geometric White, 30X60 cm","Spain Argenta Wall Tile Decor 3D Geometric White, 30X60 سم",sqm,65,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
124,DH-TIL-1424,Argenta,Tiles,Wall Tile,"Spain Argenta Wall Tile Decor 3D Wave Grey, 30X60 cm","Spain Argenta Wall Tile Decor 3D Wave Grey, 30X60 سم",sqm,69,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
125,DH-TIL-1425,Indian Milano,Tiles,Skirting,"Indian Milano Skirting Tile Matt White, 8X60 cm","Indian Milano Skirting Tile Matt White, 8X60 سم",sqm,18,Danube Home,https://www.danubehome.com/ae/en/c/tiles-and-bricks,,5,TRUE,2026-04-28
126,DH-WC-1501,Danube,Sanitaryware,Wall-Hung,Wall Hung WC Model 2057,مرحاض Wall Hung WC Model 2057,pcs,320,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
127,DH-WC-1502,Milano,Sanitaryware,Wall-Hung,Milano Wall Hung WC Mira,مرحاض Milano Wall Hung WC Mira,pcs,449,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
128,DH-WC-1503,Milano,Sanitaryware,Wall-Hung,Milano Wall Hung WC Cube,مرحاض Milano Wall Hung WC Cube,pcs,549,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
129,DH-WC-1504,Danube,Sanitaryware,Wall-Hung,IS Wall Hung WC Standard,مرحاض IS Wall Hung WC Standard,pcs,380,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
130,DH-WC-1505,Milano,Sanitaryware,S-Trap,Milano Marina WC with Tank S-trap,مرحاض Milano Marina WC with Tank S-trap,pcs,749,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
131,DH-WC-1506,Milano,Sanitaryware,S-Trap,Milano S-Trap Two Piece WC Round,مرحاض Milano S-Trap Two Piece WC Round,pcs,549,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
132,DH-WC-1507,Milano,Sanitaryware,S-Trap,Milano S-Trap Two Piece WC Square,مرحاض Milano S-Trap Two Piece WC Square,pcs,599,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
133,DH-WC-1508,Milano,Sanitaryware,S-Trap,Milano S-Trap One Piece WC Plus,مرحاض Milano S-Trap One Piece WC Plus,pcs,899,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
134,DH-WC-1509,Milano,Sanitaryware,P-Trap,Milano P-Trap WC Standard,مرحاض Milano P-Trap WC Standard,pcs,549,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
135,DH-WC-1510,Milano,Sanitaryware,P-Trap,Milano P-Trap WC Rimless,مرحاض Milano P-Trap WC Rimless,pcs,699,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
136,DH-WC-1511,Milano,Sanitaryware,P-Trap,Milano P-Trap One Piece WC,مرحاض Milano P-Trap One Piece WC,pcs,899,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
137,DH-WC-1512,Milano,Sanitaryware,Asian WC,Milano Asian WC Squat Pan,مرحاض Milano Asian WC Squat Pan,pcs,199,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
138,DH-WC-1513,Milano,Sanitaryware,Wall-Hung,Milano Compact WC Wall Hung Slim,مرحاض Milano Compact WC Wall Hung Slim,pcs,749,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
139,DH-WC-1514,Milano,Sanitaryware,Wall-Hung Set,Milano Premium WC Set with Concealed Cistern,مرحاض Milano Premium WC Set with Concealed Cistern,pcs,1199,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
140,DH-WC-1515,Milano,Sanitaryware,Smart WC,Milano Smart WC Bidet Function,مرحاض Milano Smart WC Bidet Function,pcs,2999,Danube Home,https://www.danubehome.com/ae/en/c/bath/water-closet,,5,TRUE,2026-04-28
141,DH-WB-1601,Milano,Sanitaryware,Wash Basin,Milano Wall Hung Basin White 60cm,حوض ميلانو Milano Wall Hung Basin White 60cm,pcs,299,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
142,DH-WB-1602,Milano,Sanitaryware,Wash Basin,Milano Wall Hung Basin White 80cm,حوض ميلانو Milano Wall Hung Basin White 80cm,pcs,399,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
143,DH-WB-1603,Milano,Sanitaryware,Wash Basin,Milano Counter Top Basin Round Matte Black,حوض ميلانو Milano Counter Top Basin Round Matte Black,pcs,549,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
144,DH-WB-1604,Milano,Sanitaryware,Wash Basin,Milano Counter Top Basin Square White,حوض ميلانو Milano Counter Top Basin Square White,pcs,449,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
145,DH-WB-1605,Milano,Sanitaryware,Wash Basin,Milano Pedestal Basin Set Standard,حوض ميلانو Milano Pedestal Basin Set Standard,pcs,549,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
146,DH-WB-1606,Milano,Sanitaryware,Wash Basin,Milano Half Pedestal Basin Modern,حوض ميلانو Milano Half Pedestal Basin Modern,pcs,449,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
147,DH-WB-1607,Milano,Sanitaryware,Wash Basin,Milano Under-Counter Basin Oval,حوض ميلانو Milano Under-Counter Basin Oval,pcs,399,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
148,DH-WB-1608,Milano,Sanitaryware,Wash Basin,Milano Drop-In Basin Rectangle,حوض ميلانو Milano Drop-In Basin Rectangle,pcs,449,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
149,DH-WB-1609,Milano,Sanitaryware,Wash Basin,Milano Vessel Basin Glass Clear,حوض ميلانو Milano Vessel Basin Glass Clear,pcs,749,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
150,DH-WB-1610,Milano,Sanitaryware,Wash Basin,Milano Vessel Basin Stone Effect Beige,حوض ميلانو Milano Vessel Basin Stone Effect Beige,pcs,849,Danube Home,https://www.danubehome.com/ae/en/c/bath/wash-basins,,5,TRUE,2026-04-28
151,DH-MIX-200214,Milano,Faucets & Mixers,Basin Mixer,"Milano Queen Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Queen Basin Mixer، نحاس مع تشطيب كروم,pcs,165,Danube Home,https://www.danubehome.com/ae/en/p/milano-queen-basin-mixer-140100200214,,5,TRUE,2026-04-28
152,DH-MIX-200659,Milano,Faucets & Mixers,Basin Mixer,"Milano Lemo Basin Mixer Matt Black with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Lemo Basin Mixer Matt Black، نحاس مع تشطيب كروم,pcs,219,Danube Home,https://www.danubehome.com/ae/en/p/milano-lemo-basin-mixer-matt-black-140100200659,,5,TRUE,2026-04-28
153,DH-MIX-200389,Milano,Faucets & Mixers,Basin Mixer,"Milano Verdi Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Verdi Basin Mixer، نحاس مع تشطيب كروم,pcs,175,Danube Home,https://www.danubehome.com/ae/en/p/milano-verdi-basin-mixer-140100200389,,5,TRUE,2026-04-28
154,DH-MIX-200556,Milano,Faucets & Mixers,Basin Mixer,"Milano Azzy Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Azzy Basin Mixer، نحاس مع تشطيب كروم,pcs,159,Danube Home,https://www.danubehome.com/ae/en/p/milano-azzy-basin-mixer-140100200556,,5,TRUE,2026-04-28
155,DH-MIX-200581,Milano,Faucets & Mixers,Basin Mixer,"Milano Pia Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Pia Basin Mixer، نحاس مع تشطيب كروم,pcs,175,Danube Home,https://www.danubehome.com/ae/en/p/milano-pia-basin-mixer-140100200581,,5,TRUE,2026-04-28
156,DH-MIX-200388,Milano,Faucets & Mixers,Basin Mixer,"Milano Dallas Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Dallas Basin Mixer، نحاس مع تشطيب كروم,pcs,199,Danube Home,https://www.danubehome.com/ae/en/p/milano-dallas-basin-mixer-140100200388,,5,TRUE,2026-04-28
157,DH-MIX-100200,Milano,Faucets & Mixers,Bath/Shower Mixer,"Milano Aliz Bath Shower Mixer with Hand Shower with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Aliz Bath Shower Mixer with Hand Shower، نحاس مع تشطيب كروم,pcs,219,Danube Home,https://www.danubehome.com/ae/en/p/milano-aliz-bath-shower-mixer-with-hand-shower-140100100200,,5,TRUE,2026-04-28
158,DH-MIX-100340,Milano,Faucets & Mixers,Bath/Shower Mixer,"Milano Yana Bath Shower Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Yana Bath Shower Mixer، نحاس مع تشطيب كروم,pcs,299,Danube Home,https://www.danubehome.com/ae/en/p/milano-yana-bath-shower-mixer-140100100340,,5,TRUE,2026-04-28
159,DH-MIX-100285,Milano,Faucets & Mixers,Bath/Shower Mixer,"Milano Bayz Plus Bath Shower Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Bayz Plus Bath Shower Mixer، نحاس مع تشطيب كروم,pcs,269,Danube Home,https://www.danubehome.com/ae/en/p/milano-bayz-plus-bath-shower-mixer-140100100285,,5,TRUE,2026-04-28
160,DH-MIX-100641,Milano,Faucets & Mixers,Bath/Shower Mixer,"Milano Power Bath Mixer with Shower Set with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Power Bath Mixer with Shower Set، نحاس مع تشطيب كروم,pcs,349,Danube Home,https://www.danubehome.com/ae/en/p/milano-power-bath-mixer-with-shower-set-140100100641,,5,TRUE,2026-04-28
161,DH-MIX-200745,Milano,Faucets & Mixers,Basin Mixer,"Milano Luxe Bayz Plus Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Luxe Bayz Plus Basin Mixer، نحاس مع تشطيب كروم,pcs,199,Danube Home,https://www.danubehome.com/ae/en/p/milano-luxe-bayz-plus-basin-mixer-140100200745,,5,TRUE,2026-04-28
162,DH-MIX-200812,Milano,Faucets & Mixers,Tall Basin Mixer,"Milano Tall Basin Mixer Black with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Tall Basin Mixer Black، نحاس مع تشطيب كروم,pcs,269,Danube Home,https://www.danubehome.com/ae/en/p/milano-tall-basin-mixer-black-140100200812,,5,TRUE,2026-04-28
163,DH-MIX-200900,Milano,Faucets & Mixers,Wall Mixer,"Milano Wall Mounted Basin Mixer with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Wall Mounted Basin Mixer، نحاس مع تشطيب كروم,pcs,299,Danube Home,https://www.danubehome.com/ae/en/p/milano-wall-mounted-basin-mixer-140100200900,,5,TRUE,2026-04-28
164,DH-MIX-100777,Milano,Faucets & Mixers,Concealed Shower Mixer,"Milano Concealed Shower Mixer 2-Way with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Concealed Shower Mixer 2-Way، نحاس مع تشطيب كروم,pcs,449,Danube Home,https://www.danubehome.com/ae/en/p/milano-concealed-shower-mixer-2-way-140100100777,,5,TRUE,2026-04-28
165,DH-MIX-100778,Milano,Faucets & Mixers,Concealed Shower Mixer,"Milano Concealed Shower Mixer 3-Way with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Concealed Shower Mixer 3-Way، نحاس مع تشطيب كروم,pcs,549,Danube Home,https://www.danubehome.com/ae/en/p/milano-concealed-shower-mixer-3-way-140100100778,,5,TRUE,2026-04-28
166,DH-MIX-300120,Milano,Faucets & Mixers,Kitchen Mixer,"Milano Sink Mixer Kitchen Pull Out with pop-up waste & flexible pipe, brass body, chrome finish",خلاط ميلانو Milano Sink Mixer Kitchen Pull Out، نحاس مع تشطيب كروم,pcs,349,Danube Home,https://www.danubehome.com/ae/en/p/milano-sink-mixer-kitchen-pull-out-140100300120,,5,TRUE,2026-04-28
